number,street,city,latGold,lonGold,id,geoapi_id,request_id,lat,long,accuracy,endereço,erro
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927738,MapBox,2927738,-23.610426,-46.64296,0.99,"SP, SAO PAULO, DOS LIRIOS, 10",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927738,Here,2927738,-23.61048,-46.64295,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",20.21534586877319
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927739,Here,2927739,-23.58455,-46.48862,1.0,"SP, SAO PAULO, ARICANDUVA,      11555",2.670452905108783
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927739,MapBox,2927739,-23.584562,-46.488611,0.917407,"SP, SAO PAULO, ARICANDUVA,      11555",2.669031163960567
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927739,OpenRouteService,2927739,-23.522392,-46.593147,1.0,"SP, SAO PAULO, ARICANDUVA,      11555",15.358982275087167
     11555,ARICANDUVA,SAO PAULO,-23.595493,-46.465307,2927739,Google,2927739,-23.5795193,-46.5110261,,"SP, SAO PAULO, ARICANDUVA,      11555",4.990787010387119
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927740,OpenRouteService,2927740,-23.874733,-46.631169,0.8,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.34237062214356395
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927740,Here,2927740,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.9194250869384913
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927740,MapBox,2927740,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927740,Google,2927740,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.3347329174688985
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927741,OpenRouteService,2927741,-23.646014,-46.590932,0.8,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.008100087503877898
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927741,Google,2927741,-23.6460342,-46.590909,,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.009989932816613083
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927741,MapBox,2927741,-23.646014,-46.590932,0.99,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.008100087503877898
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927741,Here,2927741,-23.64595,-46.59101,1.0,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.010326253373361459
9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,-23.773352,-46.645842,2927742,Here,2927742,-23.77291,-46.64644,1.0,"SP, SAO PAULO, ESTRADA DE ITAQUAQUECETUBA, 9953",0.07817815586758675
9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,-23.773352,-46.645842,2927742,Google,2927742,-23.7734917,-46.6459922,,"SP, SAO PAULO, ESTRADA DE ITAQUAQUECETUBA, 9953",0.021766622773465392
9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,-23.773352,-46.645842,2927742,MapBox,2927742,-23.773403,-46.645859,0.99,"SP, SAO PAULO, ESTRADA DE ITAQUAQUECETUBA, 9953",0.00590831328575463
9953,ESTRADA DE ITAQUAQUECETUBA,SAO PAULO,-23.773352,-46.645842,2927742,OpenRouteService,2927742,-23.462756,-46.39306,0.8,"SP, SAO PAULO, ESTRADA DE ITAQUAQUECETUBA, 9953",42.99726988546355
170,RUA ARVORE DONA CERA,SAO PAULO,-23.51514,-46.427619,2927743,Here,2927743,-23.51534,-46.428,0.87,"SP, SAO PAULO, RUA ARVORE DONA CERA, 170",0.044774096734751544
170,RUA ARVORE DONA CERA,SAO PAULO,-23.51514,-46.427619,2927743,OpenRouteService,2927743,-23.522392,-46.593147,1.0,"SP, SAO PAULO, RUA ARVORE DONA CERA, 170",16.923874169305506
170,RUA ARVORE DONA CERA,SAO PAULO,-23.51514,-46.427619,2927743,MapBox,2927743,-23.6970059,-46.6334063,0.684444,"SP, SAO PAULO, RUA ARVORE DONA CERA, 170",29.09996174443096
170,RUA ARVORE DONA CERA,SAO PAULO,-23.51514,-46.427619,2927743,Google,2927743,-23.5143729,-46.4275357,,"SP, SAO PAULO, RUA ARVORE DONA CERA, 170",0.08538218773881313
60,SILVA AIROSA,SAO PAULO,-23.520187,-46.74183,2927744,OpenRouteService,2927744,-23.522392,-46.593147,1.0,"SP, SAO PAULO, SILVA AIROSA, 60",15.186157658725328
60,SILVA AIROSA,SAO PAULO,-23.520187,-46.74183,2927744,Google,2927744,-23.5199465,-46.7419841,,"SP, SAO PAULO, SILVA AIROSA, 60",0.030937531172714288
60,SILVA AIROSA,SAO PAULO,-23.520187,-46.74183,2927744,MapBox,2927744,-23.520202,-46.742377,0.99,"SP, SAO PAULO, SILVA AIROSA, 60",0.05588732485209676
60,SILVA AIROSA,SAO PAULO,-23.520187,-46.74183,2927744,Here,2927744,-23.5201,-46.74227,1.0,"SP, SAO PAULO, SILVA AIROSA, 60",0.04595665781662423
       335,TOMAS DE NORONHA,SAO PAULO,-23.450046,-46.680993,2927745,MapBox,2927745,-23.452518,-46.682161,0.902169,"SP, SAO PAULO, TOMAS DE NORONHA,        335",0.2986566862961727
       335,TOMAS DE NORONHA,SAO PAULO,-23.450046,-46.680993,2927745,Here,2927745,-23.45301,-46.68212,0.95,"SP, SAO PAULO, TOMAS DE NORONHA,        335",0.3478763990920297
       335,TOMAS DE NORONHA,SAO PAULO,-23.450046,-46.680993,2927745,OpenRouteService,2927745,-23.522392,-46.593147,1.0,"SP, SAO PAULO, TOMAS DE NORONHA,        335",12.030128580115385
       335,TOMAS DE NORONHA,SAO PAULO,-23.450046,-46.680993,2927745,Google,2927745,-23.4522288,-46.6819086,,"SP, SAO PAULO, TOMAS DE NORONHA,        335",0.2592172303473127
50,RUA PAULINO GOTTSFRITZ,SAO PAULO,-23.840873,-46.698566,2927746,MapBox,2927746,-23.845942,-46.697892,0.99,"SP, SAO PAULO, RUA PAULINO GOTTSFRITZ, 50",0.5656052539062969
50,RUA PAULINO GOTTSFRITZ,SAO PAULO,-23.840873,-46.698566,2927746,OpenRouteService,2927746,-23.847362,-46.697397,0.8,"SP, SAO PAULO, RUA PAULINO GOTTSFRITZ, 50",0.7284955902319081
50,RUA PAULINO GOTTSFRITZ,SAO PAULO,-23.840873,-46.698566,2927746,Google,2927746,-23.7175891,-46.6938485,,"SP, SAO PAULO, RUA PAULINO GOTTSFRITZ, 50",13.662777008656311
50,RUA PAULINO GOTTSFRITZ,SAO PAULO,-23.840873,-46.698566,2927746,Here,2927746,-23.84597,-46.69784,1.0,"SP, SAO PAULO, RUA PAULINO GOTTSFRITZ, 50",0.5693475176439263
314,GEORGINA BOCCHIGLIERI,SAO PAULO,-23.739272,-46.708051,2927747,Here,2927747,-23.73796,-46.70768,1.0,"SP, SAO PAULO, GEORGINA BOCCHIGLIERI, 314",0.15015239351130608
314,GEORGINA BOCCHIGLIERI,SAO PAULO,-23.739272,-46.708051,2927747,MapBox,2927747,-23.737896,-46.707626,0.99,"SP, SAO PAULO, GEORGINA BOCCHIGLIERI, 314",0.15843864126750798
314,GEORGINA BOCCHIGLIERI,SAO PAULO,-23.739272,-46.708051,2927747,Google,2927747,-23.7393793,-46.7079831,,"SP, SAO PAULO, GEORGINA BOCCHIGLIERI, 314",0.013753305431835594
314,GEORGINA BOCCHIGLIERI,SAO PAULO,-23.739272,-46.708051,2927747,OpenRouteService,2927747,-23.522392,-46.593147,1.0,"SP, SAO PAULO, GEORGINA BOCCHIGLIERI, 314",26.728925433747616
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927748,Here,2927748,-23.88093,-46.62635,1.0,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.9194250869384913
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927748,OpenRouteService,2927748,-23.874733,-46.631169,0.8,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.34237062214356395
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927748,MapBox,2927748,-23.8924383,-46.6174,0.787619,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",2.444407977035522
SN,ESTRADA DO CURUCUTU,SAO PAULO,-23.87646,-46.633957,2927748,Google,2927748,-23.8747448,-46.631251,,"SP, SAO PAULO, ESTRADA DO CURUCUTU, SN",0.3347329174688985
120,LAJEDO,SAO PAULO,-23.587395,-46.386501,2927749,Here,2927749,-23.4904,-46.49165,1.0,"SP, SAO PAULO, LAJEDO, 120",15.18810461376707
120,LAJEDO,SAO PAULO,-23.587395,-46.386501,2927749,MapBox,2927749,-23.490494,-46.491728,0.917407,"SP, SAO PAULO, LAJEDO, 120",15.186374624858765
120,LAJEDO,SAO PAULO,-23.587395,-46.386501,2927749,Google,2927749,-23.5876033,-46.3867766,,"SP, SAO PAULO, LAJEDO, 120",0.03638117250110196
120,LAJEDO,SAO PAULO,-23.587395,-46.386501,2927749,OpenRouteService,2927749,-23.522392,-46.593147,1.0,"SP, SAO PAULO, LAJEDO, 120",22.292732348120534
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927750,OpenRouteService,2927750,-23.522392,-46.593147,1.0,"SP, SAO PAULO, UBERLANDIA, 9",20.671328430656736
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927750,Google,2927750,-18.9127749,-48.2755227,,"SP, SAO PAULO, UBERLANDIA, 9",524.6265493814109
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927750,Here,2927750,-23.43654,-46.7714,1.0,"SP, SAO PAULO, UBERLANDIA, 9",0.1656437254435135
9,UBERLANDIA,SAO PAULO,-23.43684,-46.772988,2927750,MapBox,2927750,-23.436548,-46.771387,0.917407,"SP, SAO PAULO, UBERLANDIA, 9",0.1667713325232213
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927751,Here,2927751,-23.61048,-46.64295,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",20.21534586877319
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927751,Google,2927751,-23.5557714,-46.6395571,,"SP, SAO PAULO, DOS LIRIOS, 10",21.664662930556084
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927751,MapBox,2927751,-23.610426,-46.64296,0.99,"SP, SAO PAULO, DOS LIRIOS, 10",20.21727555749709
10,DOS LIRIOS,SAO PAULO,-23.638449,-46.447187,2927751,OpenRouteService,2927751,-23.522392,-46.593147,1.0,"SP, SAO PAULO, DOS LIRIOS, 10",19.677588489617445
842,JOSE VENANCIO DIAS CORONEL,SAO PAULO,-23.481998,-46.762672,2927752,Google,2927752,-23.4823075,-46.7593437,,"SP, SAO PAULO, JOSE VENANCIO DIAS CORONEL, 842",0.341725248309349
842,JOSE VENANCIO DIAS CORONEL,SAO PAULO,-23.481998,-46.762672,2927752,OpenRouteService,2927752,-23.522392,-46.593147,1.0,"SP, SAO PAULO, JOSE VENANCIO DIAS CORONEL, 842",17.883761899000685
842,JOSE VENANCIO DIAS CORONEL,SAO PAULO,-23.481998,-46.762672,2927752,MapBox,2927752,-23.482319,-46.7590871,0.678889,"SP, SAO PAULO, JOSE VENANCIO DIAS CORONEL, 842",0.36793622272687937
842,JOSE VENANCIO DIAS CORONEL,SAO PAULO,-23.481998,-46.762672,2927752,Here,2927752,-23.48076,-46.76289,1.0,"SP, SAO PAULO, JOSE VENANCIO DIAS CORONEL, 842",0.1389062873802335
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927753,MapBox,2927753,-23.795478,-46.736795,0.99,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32",0.44586177789996656
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927753,OpenRouteService,2927753,-23.522392,-46.593147,1.0,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32",33.16299745950689
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927753,Google,2927753,-23.7920152,-46.7348308,,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32",0.014099948041104536
        32,CARLOS JORGE SCHMIDT,SAO PAULO,-23.79193,-46.734728,2927753,Here,2927753,-23.79558,-46.7365,1.0,"SP, SAO PAULO, CARLOS JORGE SCHMIDT,         32",0.4427598873336947
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,2927754,MapBox,2927754,-23.590028,-46.70266,0.99,"SP, SAO PAULO, AVENIDA ENGENHEIRO OSCAR AMERICANO, 630",0.08494872144501006
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,2927754,OpenRouteService,2927754,-23.594864,-46.707101,0.8,"SP, SAO PAULO, AVENIDA ENGENHEIRO OSCAR AMERICANO, 630",0.7708711135156955
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,2927754,Google,2927754,-23.5901166,-46.7026563,,"SP, SAO PAULO, AVENIDA ENGENHEIRO OSCAR AMERICANO, 630",0.0872152121859658
630,AVENIDA ENGENHEIRO OSCAR AMERICANO,SAO PAULO,-23.589864,-46.701847,2927754,Here,2927754,-23.59013,-46.70267,1.0,"SP, SAO PAULO, AVENIDA ENGENHEIRO OSCAR AMERICANO, 630",0.08902088811372287
586,AVENIDA REGENTE FEIJO,SAO PAULO,-23.557319,-46.572739,2927755,MapBox,2927755,-23.56286,-46.554764,0.99,"SP, SAO PAULO, AVENIDA REGENTE FEIJO, 586",1.9350400429004702
586,AVENIDA REGENTE FEIJO,SAO PAULO,-23.557319,-46.572739,2927755,Google,2927755,-23.5574832,-46.57265959999999,,"SP, SAO PAULO, AVENIDA REGENTE FEIJO, 586",0.019910447010582557
586,AVENIDA REGENTE FEIJO,SAO PAULO,-23.557319,-46.572739,2927755,Here,2927755,-23.55747,-46.57256,1.0,"SP, SAO PAULO, AVENIDA REGENTE FEIJO, 586",0.024772238030483312
586,AVENIDA REGENTE FEIJO,SAO PAULO,-23.557319,-46.572739,2927755,OpenRouteService,2927755,-22.221007,-51.305252,0.8,"SP, SAO PAULO, AVENIDA REGENTE FEIJO, 586",507.5978938650835
2725,SOARES DE SOUSA JUNIOR,SAO PAULO,-23.700368,-46.769112,2927756,MapBox,2927756,-23.699668,-46.76897,0.99,"SP, SAO PAULO, SOARES DE SOUSA JUNIOR, 2725",0.07886874809538943
2725,SOARES DE SOUSA JUNIOR,SAO PAULO,-23.700368,-46.769112,2927756,OpenRouteService,2927756,-23.522392,-46.593147,1.0,"SP, SAO PAULO, SOARES DE SOUSA JUNIOR, 2725",26.665126874497933
2725,SOARES DE SOUSA JUNIOR,SAO PAULO,-23.700368,-46.769112,2927756,Google,2927756,-23.6995727,-46.7685007,,"SP, SAO PAULO, SOARES DE SOUSA JUNIOR, 2725",0.10791358784429766
2725,SOARES DE SOUSA JUNIOR,SAO PAULO,-23.700368,-46.769112,2927756,Here,2927756,-23.69948,-46.76866,1.0,"SP, SAO PAULO, SOARES DE SOUSA JUNIOR, 2725",0.10861688027890844
2100,NOVA DO TUPAROQUERA,SAO PAULO,-23.6659,-46.744492,2927757,Here,2927757,-23.65975,-46.73971,0.98,"SP, SAO PAULO, NOVA DO TUPAROQUERA, 2100",0.8378107147752798
2100,NOVA DO TUPAROQUERA,SAO PAULO,-23.6659,-46.744492,2927757,Google,2927757,-23.665922,-46.7433527,,"SP, SAO PAULO, NOVA DO TUPAROQUERA, 2100",0.11624864005660343
2100,NOVA DO TUPAROQUERA,SAO PAULO,-23.6659,-46.744492,2927757,MapBox,2927757,-23.658975,-46.738892,0.99,"SP, SAO PAULO, NOVA DO TUPAROQUERA, 2100",0.9563506867483224
2100,NOVA DO TUPAROQUERA,SAO PAULO,-23.6659,-46.744492,2927757,OpenRouteService,2927757,-23.522392,-46.593147,1.0,"SP, SAO PAULO, NOVA DO TUPAROQUERA, 2100",22.163949182647908
27,RUA BOIPEVA,SAO PAULO,-23.539677,-46.482867,2927758,Google,2927758,-23.5395809,-46.48291640000001,,"SP, SAO PAULO, RUA BOIPEVA, 27",0.011778068047876076
27,RUA BOIPEVA,SAO PAULO,-23.539677,-46.482867,2927758,Here,2927758,-23.54054,-46.47873,1.0,"SP, SAO PAULO, RUA BOIPEVA, 27",0.43310729901432266
27,RUA BOIPEVA,SAO PAULO,-23.539677,-46.482867,2927758,MapBox,2927758,-23.541675,-46.480377,0.99,"SP, SAO PAULO, RUA BOIPEVA, 27",0.3370611690482043
27,RUA BOIPEVA,SAO PAULO,-23.539677,-46.482867,2927758,OpenRouteService,2927758,-23.541761,-46.479865,0.8,"SP, SAO PAULO, RUA BOIPEVA, 27",0.38371100347984255
378,RUA CACHOEIRA VIDA NOVA,SAO PAULO,-23.585237,-46.802641,2927759,Google,2927759,-23.584762,-46.8036067,,"SP, SAO PAULO, RUA CACHOEIRA VIDA NOVA, 378",0.11173364702994705
378,RUA CACHOEIRA VIDA NOVA,SAO PAULO,-23.585237,-46.802641,2927759,Here,2927759,-23.58485,-46.80366,1.0,"SP, SAO PAULO, RUA CACHOEIRA VIDA NOVA, 378",0.1124995824870016
378,RUA CACHOEIRA VIDA NOVA,SAO PAULO,-23.585237,-46.802641,2927759,OpenRouteService,2927759,-23.585442,-46.802352,0.8,"SP, SAO PAULO, RUA CACHOEIRA VIDA NOVA, 378",0.03722518896236788
378,RUA CACHOEIRA VIDA NOVA,SAO PAULO,-23.585237,-46.802641,2927759,MapBox,2927759,-23.586339,-46.800801,0.99,"SP, SAO PAULO, RUA CACHOEIRA VIDA NOVA, 378",0.2239897812415736
894,RUA FRANCISCO JOSE VIANA,SAO PAULO,-23.611801,-46.396406,2927760,Google,2927760,-23.6110445,-46.3967378,,"SP, SAO PAULO, RUA FRANCISCO JOSE VIANA, 894",0.09036838626115783
894,RUA FRANCISCO JOSE VIANA,SAO PAULO,-23.611801,-46.396406,2927760,MapBox,2927760,-23.609135,-46.398179,0.99,"SP, SAO PAULO, RUA FRANCISCO JOSE VIANA, 894",0.34629945927399686
894,RUA FRANCISCO JOSE VIANA,SAO PAULO,-23.611801,-46.396406,2927760,OpenRouteService,2927760,-23.608618,-46.398983,0.8,"SP, SAO PAULO, RUA FRANCISCO JOSE VIANA, 894",0.4398207353073342
894,RUA FRANCISCO JOSE VIANA,SAO PAULO,-23.611801,-46.396406,2927760,Here,2927760,-23.61107,-46.39664,0.91,"SP, SAO PAULO, RUA FRANCISCO JOSE VIANA, 894",0.08440880524946653
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927761,OpenRouteService,2927761,-23.522392,-46.593147,1.0,"SP, SAO PAULO, JAPICHAUA, 313",13.35824885898677
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927761,Here,2927761,-23.60723,-46.60789,0.86,"SP, SAO PAULO, JAPICHAUA, 313",19.788485712881805
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927761,MapBox,2927761,-23.481615,-46.469956,0.917407,"SP, SAO PAULO, JAPICHAUA, 313",0.010746859456538
313,JAPICHAUA,SAO PAULO,-23.481621,-46.470061,2927761,Google,2927761,-23.4817218,-46.4705257,,"SP, SAO PAULO, JAPICHAUA, 313",0.04876649674489527
248,RUA HIERAPOLIS,SAO PAULO,-23.766058,-46.705009,2927762,OpenRouteService,2927762,-23.765545,-46.702945,0.8,"SP, SAO PAULO, RUA HIERAPOLIS, 248",0.21793078032127944
248,RUA HIERAPOLIS,SAO PAULO,-23.766058,-46.705009,2927762,Google,2927762,-23.7659989,-46.7047505,,"SP, SAO PAULO, RUA HIERAPOLIS, 248",0.02715099358347835
248,RUA HIERAPOLIS,SAO PAULO,-23.766058,-46.705009,2927762,MapBox,2927762,-23.765683,-46.70358,0.99,"SP, SAO PAULO, RUA HIERAPOLIS, 248",0.15147054912128968
248,RUA HIERAPOLIS,SAO PAULO,-23.766058,-46.705009,2927762,Here,2927762,-23.76572,-46.70383,0.99,"SP, SAO PAULO, RUA HIERAPOLIS, 248",0.12587672528426316
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927763,Here,2927763,-23.64595,-46.59101,1.0,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.010326253373361459
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927763,OpenRouteService,2927763,-23.646014,-46.590932,0.8,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.008100087503877898
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927763,MapBox,2927763,-23.646014,-46.590932,0.99,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.008100087503877898
515,RUA JOSE ANTONIO VALADARES,SAO PAULO,-23.645944,-46.590909,2927763,Google,2927763,-23.6460342,-46.590909,,"SP, SAO PAULO, RUA JOSE ANTONIO VALADARES, 515",0.009989932816613083
585,RUA PALACETE DAS AGUIAS,SAO PAULO,-23.642126,-46.667968,2927764,MapBox,2927764,-23.642206,-46.667941,0.99,"SP, SAO PAULO, RUA PALACETE DAS AGUIAS, 585",0.009278637606536516
585,RUA PALACETE DAS AGUIAS,SAO PAULO,-23.642126,-46.667968,2927764,OpenRouteService,2927764,-23.641759,-46.668621,0.8,"SP, SAO PAULO, RUA PALACETE DAS AGUIAS, 585",0.07804621736025659
585,RUA PALACETE DAS AGUIAS,SAO PAULO,-23.642126,-46.667968,2927764,Google,2927764,-23.6421075,-46.6678747,,"SP, SAO PAULO, RUA PALACETE DAS AGUIAS, 585",0.009737514049707094
585,RUA PALACETE DAS AGUIAS,SAO PAULO,-23.642126,-46.667968,2927764,Here,2927764,-23.64207,-46.66796,1.0,"SP, SAO PAULO, RUA PALACETE DAS AGUIAS, 585",0.006255653982976815
78,RUA MESTRE SIMEAO JOSE DE NAZARE,SAO PAULO,-23.46328,-46.671745,2927765,Here,2927765,-23.46083,-46.67247,1.0,"SP, SAO PAULO, RUA MESTRE SIMEAO JOSE DE NAZARE, 78",0.28126784477961986
78,RUA MESTRE SIMEAO JOSE DE NAZARE,SAO PAULO,-23.46328,-46.671745,2927765,MapBox,2927765,-23.460736,-46.672599,0.99,"SP, SAO PAULO, RUA MESTRE SIMEAO JOSE DE NAZARE, 78",0.29495056730544744
78,RUA MESTRE SIMEAO JOSE DE NAZARE,SAO PAULO,-23.46328,-46.671745,2927765,OpenRouteService,2927765,-23.46209,-46.672263,0.8,"SP, SAO PAULO, RUA MESTRE SIMEAO JOSE DE NAZARE, 78",0.14202243412993223
78,RUA MESTRE SIMEAO JOSE DE NAZARE,SAO PAULO,-23.46328,-46.671745,2927765,Google,2927765,-23.4607137,-46.67254740000001,,"SP, SAO PAULO, RUA MESTRE SIMEAO JOSE DE NAZARE, 78",0.29580640064836067
,CARLO CAPROLI,SAO PAULO,-23.73986,-46.779711,2927766,OpenRouteService,2927766,-23.522392,-46.593147,1.0,"SP, SAO PAULO, CARLO CAPROLI, nan",30.700192494489905
,CARLO CAPROLI,SAO PAULO,-23.73986,-46.779711,2927766,Here,2927766,-23.73654,-46.77891,0.88,"SP, SAO PAULO, CARLO CAPROLI, nan",0.37666476165692425
,CARLO CAPROLI,SAO PAULO,-23.73986,-46.779711,2927766,MapBox,2927766,-23.7368796,-46.7790765,0.777037,"SP, SAO PAULO, CARLO CAPROLI, nan",0.33637194258337305
,CARLO CAPROLI,SAO PAULO,-23.73986,-46.779711,2927766,Google,2927766,-23.7370599,-46.7788536,,"SP, SAO PAULO, CARLO CAPROLI, nan",0.32220865735932325
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927767,MapBox,2927767,-23.484366,-46.498309,0.99,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.762845933470435
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927767,Here,2927767,-23.63813,-46.73741,0.73,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",30.477546180686673
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927767,Google,2927767,-23.4844128,-46.49832050000001,,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",0.7677990870957613
49,BATUIRA DO CAMPO,SAO PAULO,-23.478662,-46.494123,2927767,OpenRouteService,2927767,-23.420332,-51.438213,1.0,"SP, SAO PAULO, BATUIRA DO CAMPO, 49",505.2031637446521
222 B,MARIA BRAULIO DONA,SAO PAULO,-23.459021,-46.655278,2927768,Google,2927768,-23.4589672,-46.6544639,,"SP, SAO PAULO, MARIA BRAULIO DONA, 222 B",0.08339186223063277
222 B,MARIA BRAULIO DONA,SAO PAULO,-23.459021,-46.655278,2927768,OpenRouteService,2927768,-23.522392,-46.593147,1.0,"SP, SAO PAULO, MARIA BRAULIO DONA, 222 B",9.462390422306873
222 B,MARIA BRAULIO DONA,SAO PAULO,-23.459021,-46.655278,2927768,Here,2927768,-23.45898,-46.65513,0.83,"SP, SAO PAULO, MARIA BRAULIO DONA, 222 B",0.015788595551369248
222 B,MARIA BRAULIO DONA,SAO PAULO,-23.459021,-46.655278,2927768,MapBox,2927768,-23.461941,-46.52877,0.64,"SP, SAO PAULO, MARIA BRAULIO DONA, 222 B",12.929552953796312
200,RUA JOAQUIM MEIRA DE SIQUEIRA,SAO PAULO,-23.57868,-46.487013,2927769,Here,2927769,-23.57493,-46.48501,1.0,"SP, SAO PAULO, RUA JOAQUIM MEIRA DE SIQUEIRA, 200",0.4629244406969393
200,RUA JOAQUIM MEIRA DE SIQUEIRA,SAO PAULO,-23.57868,-46.487013,2927769,OpenRouteService,2927769,-23.575778,-46.485019,0.8,"SP, SAO PAULO, RUA JOAQUIM MEIRA DE SIQUEIRA, 200",0.3804372123808534
200,RUA JOAQUIM MEIRA DE SIQUEIRA,SAO PAULO,-23.57868,-46.487013,2927769,MapBox,2927769,-23.572655,-46.484538,0.99,"SP, SAO PAULO, RUA JOAQUIM MEIRA DE SIQUEIRA, 200",0.7135117552016941
200,RUA JOAQUIM MEIRA DE SIQUEIRA,SAO PAULO,-23.57868,-46.487013,2927769,Google,2927769,-23.5756859,-46.4852748,,"SP, SAO PAULO, RUA JOAQUIM MEIRA DE SIQUEIRA, 200",0.37609148190328306
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927770,MapBox,2927770,-23.610855,-46.455773,0.917407,"SP, SAO PAULO, AMIZADE,          2",28.729909090169183
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927770,Here,2927770,-23.46652,-46.58925,1.0,"SP, SAO PAULO, AMIZADE,          2",38.03202962382091
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927770,Google,2927770,-23.5557714,-46.6395571,,"SP, SAO PAULO, AMIZADE,          2",27.78513948876455
         2,AMIZADE,SAO PAULO,-23.806643,-46.640582,2927770,OpenRouteService,2927770,-23.522392,-46.593147,1.0,"SP, SAO PAULO, AMIZADE,          2",31.851493309026466
        32,MARTINS,SAO PAULO,-23.787528,-46.692482,2927771,OpenRouteService,2927771,-23.522392,-46.593147,1.0,"SP, SAO PAULO, MARTINS,         32",31.064249500515345
