,geoapi_id,request_id,lat,long,accuracy,number,district,public_place
7519,Google,11920,-23.7125187,-46.6950219,,5,CIDADE DUTRA,ANIBAL DOS ANJOS CARVALHO
7520,TomTom,11921,-23.71221,-46.69469,18.5256881714,5,CIDADE DUTRA,RUA ANIBAL DOS ANJOS CARVALHO
7521,Google,11921,-23.7125187,-46.6950219,,5,CIDADE DUTRA,RUA ANIBAL DOS ANJOS CARVALHO
7522,MapBox,11921,-23.712121,-46.695066,0.806667,5,CIDADE DUTRA,RUA ANIBAL DOS ANJOS CARVALHO
7523,OpenRouteService,11921,-23.712115,-46.695079,0.8,5,CIDADE DUTRA,RUA ANIBAL DOS ANJOS CARVALHO
7524,Google,11922,-23.711868,-46.69405949999999,,105,CIDADE DUTRA,RUA QUINTO LUIS COLATO
7525,OpenRouteService,11922,-23.711489,-46.694135,0.8,105,CIDADE DUTRA,RUA QUINTO LUIS COLATO
7526,MapBox,11922,-23.7121873,-46.6941506,0.752346,105,CIDADE DUTRA,RUA QUINTO LUIS COLATO
7527,TomTom,11922,-23.71184,-46.69403,16.4244728088,105,CIDADE DUTRA,RUA QUINTO LUIS COLATO
7528,MapBox,11923,-23.7123873,-46.6921132,0.752346,477,CIDADE DUTRA,RUBENS MONTANARO DE BORBA
7529,OpenRouteService,11923,-23.570533,-46.663713,0.6,477,CIDADE DUTRA,RUBENS MONTANARO DE BORBA
7530,TomTom,11923,-23.71149,-46.69293,16.1508846283,477,CIDADE DUTRA,RUBENS MONTANARO DE BORBA
7531,Google,11923,-23.7103958,-46.69298389999999,,477,CIDADE DUTRA,RUBENS MONTANARO DE BORBA
7532,OpenRouteService,11924,-23.570533,-46.663713,0.6,437,CIDADE DUTRA,AVENIDA MATHIAS BECK
7533,TomTom,11924,-23.71279,-46.68903,13.1002540588,437,CIDADE DUTRA,AVENIDA MATHIAS BECK
7534,MapBox,11924,-23.712579,-46.689194,0.788032,437,CIDADE DUTRA,AVENIDA MATHIAS BECK
7535,Google,11924,-23.7127201,-46.6891045,,437,CIDADE DUTRA,AVENIDA MATHIAS BECK
7536,Google,11925,-23.7153865,-46.6880969,,424,CIDADE DUTRA,AVENIDA GONCALO DE PAIVA GOMES
7537,OpenRouteService,11925,-23.714869,-46.687502,0.8,424,CIDADE DUTRA,AVENIDA GONCALO DE PAIVA GOMES
7538,MapBox,11925,-23.716441,-46.687609,0.806667,424,CIDADE DUTRA,AVENIDA GONCALO DE PAIVA GOMES
7539,TomTom,11925,-23.71561,-46.68784,18.5325260162,424,CIDADE DUTRA,AVENIDA GONCALO DE PAIVA GOMES
7540,MapBox,11926,-23.713246,-46.687966,0.795556,126,CIDADE DUTRA,RUA MANOEL BRANDAO
7541,TomTom,11926,-23.71379,-46.68757,13.1002540588,126,CIDADE DUTRA,RUA MANOEL BRANDAO
7542,Google,11926,-23.7136794,-46.6876952,,126,CIDADE DUTRA,RUA MANOEL BRANDAO
7543,OpenRouteService,11926,-23.570533,-46.663713,0.6,126,CIDADE DUTRA,RUA MANOEL BRANDAO
7544,MapBox,11927,-23.709544,-46.68607,0.806667,139,CIDADE DUTRA,RUA JOB VAZ DO AMARAL
7545,Google,11927,-23.7094692,-46.68704030000001,,139,CIDADE DUTRA,RUA JOB VAZ DO AMARAL
7546,OpenRouteService,11927,-23.709606,-46.686694,0.8,139,CIDADE DUTRA,RUA JOB VAZ DO AMARAL
7547,TomTom,11927,-23.70964,-46.68682,18.2022590637,139,CIDADE DUTRA,RUA JOB VAZ DO AMARAL
7548,OpenRouteService,11928,-23.570533,-46.663713,0.6,       152,CIDADE DUTRA,JOSE RUFINO DONA SILVA
7549,Google,11928,-23.7106085,-46.6854932,,       152,CIDADE DUTRA,JOSE RUFINO DONA SILVA
7550,MapBox,11928,-23.4555794,-46.6465688,0.606049,       152,CIDADE DUTRA,JOSE RUFINO DONA SILVA
7551,MapBox,11929,-23.722201,-46.681149,0.795556,32,CIDADE DUTRA,RUA ALFREDO CORTES
7552,Google,11929,-23.7197127,-46.6813412,,32,CIDADE DUTRA,RUA ALFREDO CORTES
7553,TomTom,11929,-23.7214,-46.681,14.2824602127,32,CIDADE DUTRA,RUA ALFREDO CORTES
7554,OpenRouteService,11929,-23.72017,-46.681197,0.8,32,CIDADE DUTRA,RUA ALFREDO CORTES
7555,Google,11930,-23.7204746,-46.6800598,,SN,CIDADE DUTRA,RUA GASPAR JOSE RAPOSO
7556,TomTom,11930,-23.72044,-46.68003,14.742562294,SN,CIDADE DUTRA,RUA GASPAR JOSE RAPOSO
7557,MapBox,11930,-23.7182292,-46.6796913,0.752346,SN,CIDADE DUTRA,RUA GASPAR JOSE RAPOSO
7558,OpenRouteService,11930,-23.719544,-46.679854,0.8,SN,CIDADE DUTRA,RUA GASPAR JOSE RAPOSO
7559,OpenRouteService,11931,-23.719647,-46.678736,0.8,180,CIDADE DUTRA,RUA DOUTOR FRANCISCO LOUREIRO
7560,Google,11931,-23.7195255,-46.67919699999999,,180,CIDADE DUTRA,RUA DOUTOR FRANCISCO LOUREIRO
7561,MapBox,11931,-23.7197584,-46.6776026,0.752346,180,CIDADE DUTRA,RUA DOUTOR FRANCISCO LOUREIRO
7562,TomTom,11931,-23.71971,-46.67772,16.2342300415,180,CIDADE DUTRA,RUA DOUTOR FRANCISCO LOUREIRO
7563,TomTom,11932,-23.71457,-46.68414,16.3333148956,91,CIDADE DUTRA,FERNAO ALVARES DO ORIENTE
7564,OpenRouteService,11932,-23.570533,-46.663713,0.6,91,CIDADE DUTRA,FERNAO ALVARES DO ORIENTE
7565,Google,11932,-23.714607,-46.6841348,,91,CIDADE DUTRA,FERNAO ALVARES DO ORIENTE
7566,MapBox,11932,-23.714597,-46.68418,0.801728,91,CIDADE DUTRA,FERNAO ALVARES DO ORIENTE
7567,OpenRouteService,11933,-23.570533,-46.663713,0.6,133,CIDADE DUTRA,CELSO LARA BARBERIS
7568,Google,11933,-23.7053528,-46.6921946,,133,CIDADE DUTRA,CELSO LARA BARBERIS
7569,TomTom,11933,-23.70529,-46.69222,14.211019516,133,CIDADE DUTRA,CELSO LARA BARBERIS
7570,MapBox,11933,-23.705397,-46.691711,0.795556,133,CIDADE DUTRA,CELSO LARA BARBERIS
7571,MapBox,11934,-23.702832,-46.6907455,0.74,32,CIDADE DUTRA,AVENIDA FELICIANO CORREIA
7572,Google,11934,-23.7022932,-46.6912668,,32,CIDADE DUTRA,AVENIDA FELICIANO CORREIA
7573,TomTom,11934,-23.70239,-46.69125,14.2824602127,32,CIDADE DUTRA,AVENIDA FELICIANO CORREIA
7574,OpenRouteService,11934,-23.702965,-46.690027,0.8,32,CIDADE DUTRA,AVENIDA FELICIANO CORREIA
7575,TomTom,11935,-23.70594,-46.68938,14.1170272827,57,CIDADE DUTRA,RUA DJALMA PESSOLATO
7576,OpenRouteService,11935,-23.706124,-46.689378,0.8,57,CIDADE DUTRA,RUA DJALMA PESSOLATO
7577,Google,11935,-23.7071825,-46.6911529,,57,CIDADE DUTRA,RUA DJALMA PESSOLATO
7578,MapBox,11935,-23.703984,-46.688717,0.795556,57,CIDADE DUTRA,RUA DJALMA PESSOLATO
7579,Google,11936,-23.7040675,-46.6863422,,115,CIDADE DUTRA,RUA RAIMUNDO LOPES
7580,MapBox,11936,-23.703905,-46.68588,0.795556,115,CIDADE DUTRA,RUA RAIMUNDO LOPES
7581,OpenRouteService,11936,-23.70413,-46.686183,0.8,115,CIDADE DUTRA,RUA RAIMUNDO LOPES
7582,TomTom,11936,-23.70431,-46.68626,14.1170272827,115,CIDADE DUTRA,RUA RAIMUNDO LOPES
7583,OpenRouteService,11937,-23.69485,-46.671132,0.8,247,PEDREIRA,RUA MANOEL MACEDO
7584,MapBox,11937,-23.694665,-46.670673,0.723333,247,PEDREIRA,RUA MANOEL MACEDO
7585,TomTom,11937,-21.18204,-47.83576,13.4826059341,247,PEDREIRA,RUA MANOEL MACEDO
7586,Google,11937,-23.6943855,-46.6708423,,247,PEDREIRA,RUA MANOEL MACEDO
7587,TomTom,11938,-23.6979,-46.67118,13.4422016144,179,PEDREIRA,EST ALVARENGA DO
7588,OpenRouteService,11938,-23.570533,-46.663713,0.6,179,PEDREIRA,EST ALVARENGA DO
7589,Google,11938,-23.7024379,-46.6451259,,179,PEDREIRA,EST ALVARENGA DO
7590,MapBox,11938,-23.7045481,-46.6446989656648,0.626752,179,PEDREIRA,EST ALVARENGA DO
7591,MapBox,11939,-23.6964435,-46.6698803,0.74,35,PEDREIRA,RUA DOMINGOS BORGES
7592,TomTom,11939,-23.69622,-46.67012,14.2824602127,35,PEDREIRA,RUA DOMINGOS BORGES
7593,OpenRouteService,11939,-23.695894,-46.670343,0.8,35,PEDREIRA,RUA DOMINGOS BORGES
7594,Google,11939,-23.696253,-46.6702134,,35,PEDREIRA,RUA DOMINGOS BORGES
7595,OpenRouteService,11940,-23.69402,-46.673964,0.8,71,PEDREIRA,RUA INOCENCIO DE CAMARGO
7596,MapBox,11940,-23.693904,-46.674073,0.801728,71,PEDREIRA,RUA INOCENCIO DE CAMARGO
7597,TomTom,11940,-23.69403,-46.67379,16.4314441681,71,PEDREIRA,RUA INOCENCIO DE CAMARGO
7598,Google,11940,-23.6939314,-46.6736651,,71,PEDREIRA,RUA INOCENCIO DE CAMARGO
7599,TomTom,11941,-23.69618,-46.67473,12.0475168228,60,PEDREIRA,ILHA BELA
7600,MapBox,11941,-23.49149,-46.458202,0.787619,60,PEDREIRA,ILHA BELA
7601,Google,11941,-23.6961966,-46.6746648,,60,PEDREIRA,ILHA BELA
7602,OpenRouteService,11941,-23.570533,-46.663713,0.6,60,PEDREIRA,ILHA BELA
7603,Google,11942,-23.6939483,-46.6710414,,195,PEDREIRA,RUA VITELMINA ARAUJO SILVA
7604,OpenRouteService,11942,-23.693528,-46.671723,0.8,195,PEDREIRA,RUA VITELMINA ARAUJO SILVA
7605,TomTom,11942,-23.69399,-46.67117,16.2342300415,195,PEDREIRA,RUA VITELMINA ARAUJO SILVA
7606,MapBox,11942,-23.693957,-46.671177,0.801728,195,PEDREIRA,RUA VITELMINA ARAUJO SILVA
7607,MapBox,11943,-23.7045481,-46.6446989656648,0.74,420,PEDREIRA,ESTRADA DO ALVARENGA
7608,Google,11943,-23.6969363,-46.6693705,,420,PEDREIRA,ESTRADA DO ALVARENGA
7609,TomTom,11943,-23.6969,-46.66948,14.2824602127,420,PEDREIRA,ESTRADA DO ALVARENGA
7610,OpenRouteService,11943,-23.697136,-46.669868,0.8,420,PEDREIRA,ESTRADA DO ALVARENGA
7611,MapBox,11944,-23.693483,-46.664832,0.801728,770,PEDREIRA,RUA CORONEL ANTONIO INOJOSA
7612,OpenRouteService,11944,-23.692249,-46.662161,0.8,770,PEDREIRA,RUA CORONEL ANTONIO INOJOSA
7613,Google,11944,-23.6961385,-46.66730889999999,,770,PEDREIRA,RUA CORONEL ANTONIO INOJOSA
7614,TomTom,11944,-23.69667,-46.66731,16.4244728088,770,PEDREIRA,RUA CORONEL ANTONIO INOJOSA
7615,Google,11945,-23.6914666,-46.6656256,,355,PEDREIRA,RUA PROFESSOR CORREA BRITO
7616,TomTom,11945,-23.69147,-46.66563,16.4244728088,355,PEDREIRA,RUA PROFESSOR CORREA BRITO
7617,OpenRouteService,11945,-23.570533,-46.663713,0.6,355,PEDREIRA,RUA PROFESSOR CORREA BRITO
7618,MapBox,11945,-23.691553,-46.665477,0.801728,355,PEDREIRA,RUA PROFESSOR CORREA BRITO
7619,TomTom,11946,-23.67723,-46.68761,14.742562294,74,CAMPO GRANDE,PRACA PROFESSOR HELIO GOMES
7620,Google,11946,-23.6771268,-46.6869847,,74,CAMPO GRANDE,PRACA PROFESSOR HELIO GOMES
7621,OpenRouteService,11946,-23.570533,-46.663713,0.6,74,CAMPO GRANDE,PRACA PROFESSOR HELIO GOMES
7622,MapBox,11946,-23.632558,-46.473354,0.604198,74,CAMPO GRANDE,PRACA PROFESSOR HELIO GOMES
7623,Google,11947,-23.6762385,-46.6870087,,        17,CAMPO GRANDE,HAIDEE SILVA MARTINS
7624,MapBox,11947,-23.677573,-46.69063,0.723333,        17,CAMPO GRANDE,HAIDEE SILVA MARTINS
7625,TomTom,11948,-23.6873,-46.68474,13.9607982635,400,CAMPO GRANDE,JOSE DONA FONSECA NADAES
7626,OpenRouteService,11948,-23.686861,-46.682925,0.8,400,CAMPO GRANDE,JOSE DONA FONSECA NADAES
7627,MapBox,11948,-22.7469169,-45.6160452,0.508519,400,CAMPO GRANDE,JOSE DONA FONSECA NADAES
7628,Google,11948,-23.6872015,-46.6847574,,400,CAMPO GRANDE,JOSE DONA FONSECA NADAES
7629,MapBox,11949,-23.686135,-46.682282,0.787619,835,CAMPO GRANDE,RUA JUARI
7630,TomTom,11949,-23.68625,-46.68212,11.9583129883,835,CAMPO GRANDE,RUA JUARI
7631,OpenRouteService,11949,-23.685998,-46.682236,0.8,835,CAMPO GRANDE,RUA JUARI
7632,Google,11949,-23.686014,-46.6822199,,835,CAMPO GRANDE,RUA JUARI
7633,TomTom,11950,-23.68635,-46.68067,16.1795463562,3777,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7634,OpenRouteService,11950,-23.6705,-46.688561,0.8,3777,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7635,MapBox,11950,-23.68642,-46.680697,0.806667,3777,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7636,Google,11950,-23.6863809,-46.6805126,,3777,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7637,Google,11951,-23.6896713,-46.6742687,,       416,CAMPO GRANDE,RAFAEL CORREIA SAMPAIO
7638,MapBox,11951,-23.6901672,-46.6778728,0.74,       416,CAMPO GRANDE,RAFAEL CORREIA SAMPAIO
7639,OpenRouteService,11951,-23.689886,-46.676124,0.8,       416,CAMPO GRANDE,RAFAEL CORREIA SAMPAIO
7640,MapBox,11952,-23.6878567,-46.6795738,0.74,35,CAMPO GRANDE,RUA JANE AUSTEN
7641,Google,11952,-23.6875376,-46.67992779999999,,35,CAMPO GRANDE,RUA JANE AUSTEN
7642,OpenRouteService,11952,-23.687485,-46.679771,0.8,35,CAMPO GRANDE,RUA JANE AUSTEN
7643,TomTom,11952,-23.68757,-46.67994,14.2824602127,35,CAMPO GRANDE,RUA JANE AUSTEN
7644,TomTom,11953,-23.68391,-46.68101,14.302977562,180,CAMPO GRANDE,RUA SAO CONSTANTINO
7645,Google,11953,-23.6836962,-46.6808893,,180,CAMPO GRANDE,RUA SAO CONSTANTINO
7646,OpenRouteService,11953,-23.683402,-46.680248,0.8,180,CAMPO GRANDE,RUA SAO CONSTANTINO
7647,MapBox,11953,-23.683409,-46.680272,0.795556,180,CAMPO GRANDE,RUA SAO CONSTANTINO
7648,MapBox,11954,-23.686211,-46.677084,0.795556,       455,CAMPO GRANDE,JOAQUIM NEVES MONTEIRO
7649,Google,11954,-23.6858964,-46.6763248,,       455,CAMPO GRANDE,JOAQUIM NEVES MONTEIRO
7650,OpenRouteService,11954,-23.570533,-46.663713,0.6,       455,CAMPO GRANDE,JOAQUIM NEVES MONTEIRO
7651,Google,11955,-23.6829687,-46.67885889999999,,457,CAMPO GRANDE,RUA ENGENHEIRO DOMICIO DE L PACHECO E SILVA
7652,MapBox,11955,-23.682741,-46.679486,0.816923,457,CAMPO GRANDE,RUA ENGENHEIRO DOMICIO DE L PACHECO E SILVA
7653,OpenRouteService,11955,-23.68227,-46.680135,0.8,457,CAMPO GRANDE,RUA ENGENHEIRO DOMICIO DE L PACHECO E SILVA
7654,TomTom,11955,-23.68313,-46.67888,24.6023254395,457,CAMPO GRANDE,RUA ENGENHEIRO DOMICIO DE L PACHECO E SILVA
7655,TomTom,11956,-23.67953,-46.68524,18.5325260162,71,CAMPO GRANDE,RUA JOSE PAULINO DE ARAUJO
7656,OpenRouteService,11956,-23.679632,-46.685451,0.8,71,CAMPO GRANDE,RUA JOSE PAULINO DE ARAUJO
7657,MapBox,11956,-23.6801552,-46.6861095,0.762222,71,CAMPO GRANDE,RUA JOSE PAULINO DE ARAUJO
7658,Google,11956,-23.6795445,-46.6852335,,71,CAMPO GRANDE,RUA JOSE PAULINO DE ARAUJO
7659,TomTom,11957,-23.68258,-46.68365,14.1170272827,16,CAMPO GRANDE,RUA FRANCISCO MADERO
7660,MapBox,11957,-23.683085,-46.6833525,0.74,16,CAMPO GRANDE,RUA FRANCISCO MADERO
7661,OpenRouteService,11957,-23.682778,-46.68356,0.8,16,CAMPO GRANDE,RUA FRANCISCO MADERO
7662,Google,11957,-23.6826695,-46.6834643,,16,CAMPO GRANDE,RUA FRANCISCO MADERO
7663,MapBox,11958,-23.5878352,-46.6321615134837,0.566543,        23,CAMPO GRANDE,SATURNINO DE ALMEIDA NETO
7664,OpenRouteService,11958,-23.570533,-46.663713,0.6,        23,CAMPO GRANDE,SATURNINO DE ALMEIDA NETO
7665,Google,11958,-23.6814337,-46.6816069,,        23,CAMPO GRANDE,SATURNINO DE ALMEIDA NETO
7666,TomTom,11959,-23.68245,-46.67828,16.4244728088,777,CAMPO GRANDE,RUA ORLANDO PINTO RIBEIRO
7667,MapBox,11959,-23.682487,-46.678773,0.801728,777,CAMPO GRANDE,RUA ORLANDO PINTO RIBEIRO
7668,OpenRouteService,11959,-23.680741,-46.681389,0.8,777,CAMPO GRANDE,RUA ORLANDO PINTO RIBEIRO
7669,Google,11959,-23.6828583,-46.6786261,,777,CAMPO GRANDE,RUA ORLANDO PINTO RIBEIRO
7670,TomTom,11960,-23.68002,-46.67969,11.9975662231,153,CAMPO GRANDE,OLICIO ALVES
7671,OpenRouteService,11960,-23.570533,-46.663713,0.6,153,CAMPO GRANDE,OLICIO ALVES
7672,MapBox,11960,-23.5885473,-46.3951693,0.660635,153,CAMPO GRANDE,OLICIO ALVES
7673,Google,11960,-23.6797848,-46.6796448,,153,CAMPO GRANDE,OLICIO ALVES
7674,Google,11961,-23.6683223,-46.69294619999999,,296,CAMPO GRANDE,RUA BEIJUI
7675,MapBox,11961,-23.668294,-46.69262,0.787619,296,CAMPO GRANDE,RUA BEIJUI
7676,OpenRouteService,11961,-23.667476,-46.689959,0.8,296,CAMPO GRANDE,RUA BEIJUI
7677,TomTom,11961,-23.66866,-46.69272,11.9583129883,296,CAMPO GRANDE,RUA BEIJUI
7678,OpenRouteService,11962,-23.570533,-46.663713,0.6,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7679,TomTom,11962,-23.66737,-46.69258,14.211019516,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7680,MapBox,11962,-23.66753,-46.692542,0.795556,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7681,Google,11962,-23.6674,-46.6927575,,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7682,OpenRouteService,11963,-23.570533,-46.663713,0.6,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7683,MapBox,11963,-23.66753,-46.692542,0.795556,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7684,Google,11963,-23.6674,-46.6927575,,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7685,TomTom,11963,-23.66737,-46.69258,14.211019516,41,CAMPO GRANDE,CARLOS ROBERTO BARREIRO
7686,MapBox,11964,-23.673812,-46.689781,0.787619,318,CAMPO GRANDE,RUA TONINHAS
7687,Google,11964,-23.6738044,-46.6897384,,318,CAMPO GRANDE,RUA TONINHAS
7688,OpenRouteService,11964,-23.673812,-46.689781,0.8,318,CAMPO GRANDE,RUA TONINHAS
7689,TomTom,11964,-23.6738,-46.68984,12.0984487534,318,CAMPO GRANDE,RUA TONINHAS
7690,OpenRouteService,11965,-23.674704,-46.687597,0.8,73,CAMPO GRANDE,RUA TONINHAS
7691,Google,11965,-23.6744602,-46.6874931,,73,CAMPO GRANDE,RUA TONINHAS
7692,MapBox,11965,-23.674598,-46.687662,0.787619,73,CAMPO GRANDE,RUA TONINHAS
7693,TomTom,11965,-23.67465,-46.68765,12.0984487534,73,CAMPO GRANDE,RUA TONINHAS
7694,TomTom,11966,-23.6668,-46.6902,16.1795463562,1300,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7695,MapBox,11966,-23.6671788,-46.6875488969269,0.802611,1300,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7696,OpenRouteService,11966,-23.6705,-46.688561,0.8,1300,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7697,Google,11966,-23.6667859,-46.6902117,,1300,CAMPO GRANDE,AVENIDA NOSSA SENHORA DO SABARA
7698,MapBox,11967,-23.659122,-46.692535,0.71963,335,CAMPO GRANDE,MOLIERE
7699,OpenRouteService,11967,-20.489613,-47.42802,1.0,335,CAMPO GRANDE,MOLIERE
7700,TomTom,11967,-23.65842,-46.6925,9.6567392349,335,CAMPO GRANDE,MOLIERE
7701,Google,11967,-23.6584591,-46.6924084,,335,CAMPO GRANDE,MOLIERE
7702,TomTom,11968,-23.66048,-46.69117,18.5256881714,125,CAMPO GRANDE,RUA ARLINDO VEIGA DOS SANTOS
7703,Google,11968,-23.6607072,-46.6906705,,125,CAMPO GRANDE,RUA ARLINDO VEIGA DOS SANTOS
7704,MapBox,11968,-23.660883,-46.690435,0.806667,125,CAMPO GRANDE,RUA ARLINDO VEIGA DOS SANTOS
7705,OpenRouteService,11968,-23.660813,-46.690309,0.8,125,CAMPO GRANDE,RUA ARLINDO VEIGA DOS SANTOS
7706,Google,11969,-23.6601337,-46.6919461,,637,CAMPO GRANDE,RUA SOCRATES
7707,TomTom,11969,-23.6601,-46.69201,12.0984487534,637,CAMPO GRANDE,RUA SOCRATES
7708,OpenRouteService,11969,-23.478509,-46.410424,0.8,637,CAMPO GRANDE,RUA SOCRATES
7709,MapBox,11969,-23.659649,-46.69184,0.787619,637,CAMPO GRANDE,RUA SOCRATES
7710,Google,11970,-23.6642428,-46.6883233,,93,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7711,OpenRouteService,11970,-23.664636,-46.688423,0.8,93,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7712,MapBox,11970,-23.664309,-46.688515,0.801728,93,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7713,TomTom,11970,-23.66429,-46.6885,16.4244728088,93,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7714,OpenRouteService,11971,-23.664636,-46.688423,0.8,73,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7715,MapBox,11971,-23.66368,-46.688693,0.801728,73,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7716,Google,11971,-23.6640958,-46.68843649999999,,73,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7717,TomTom,11971,-23.66417,-46.68852,16.4244728088,73,CAMPO GRANDE,RUA JOSE BENEDITO SALINAS
7718,MapBox,11972,-23.663298,-46.682045,0.654444,901,CAMPO GRANDE,AVENIDA SARGENTO GERALDO SANT ANA
7719,Google,11972,-23.6631721,-46.68214450000001,,901,CAMPO GRANDE,AVENIDA SARGENTO GERALDO SANT ANA
7720,OpenRouteService,11972,-23.570533,-46.663713,0.6,901,CAMPO GRANDE,AVENIDA SARGENTO GERALDO SANT ANA
7721,TomTom,11972,-23.66326,-46.68219,18.5256881714,901,CAMPO GRANDE,AVENIDA SARGENTO GERALDO SANT ANA
7722,MapBox,11973,-23.6921198,-46.6404306,0.65358,50,CAMPO GRANDE,RUA AMALIA P VASCONCELOS
7723,Google,11973,-23.445892,-46.7474751,,50,CAMPO GRANDE,RUA AMALIA P VASCONCELOS
7724,TomTom,11973,-23.67205,-46.68272,16.0189399719,50,CAMPO GRANDE,RUA AMALIA P VASCONCELOS
7725,OpenRouteService,11973,-23.570533,-46.663713,0.6,50,CAMPO GRANDE,RUA AMALIA P VASCONCELOS
7726,MapBox,11974,-23.671619,-46.681804,0.801728,150,CAMPO GRANDE,RUA JOAO FRANCO OLIVEIRA
7727,OpenRouteService,11974,-23.671727,-46.681883,0.8,150,CAMPO GRANDE,RUA JOAO FRANCO OLIVEIRA
7728,Google,11974,-23.6714203,-46.6816398,,150,CAMPO GRANDE,RUA JOAO FRANCO OLIVEIRA
7729,TomTom,11974,-23.67141,-46.68164,16.4244728088,150,CAMPO GRANDE,RUA JOAO FRANCO OLIVEIRA
7730,OpenRouteService,11975,-23.666936,-46.679757,0.8,915,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7731,MapBox,11975,-23.669735,-46.681345,0.806667,915,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7732,Google,11975,-23.6699949,-46.6816137,,915,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7733,TomTom,11975,-23.67013,-46.68138,18.3111057281,915,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7734,MapBox,11976,-23.66963975,-46.6815076675103,0.762222,777,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7735,TomTom,11976,-23.67166,-46.68104,18.5256881714,777,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7736,Google,11976,-23.671627,-46.68104080000001,,777,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7737,OpenRouteService,11976,-23.666936,-46.679757,0.8,777,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7738,OpenRouteService,11977,-23.666936,-46.679757,0.8,594,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7739,MapBox,11977,-23.66963975,-46.6815076675103,0.762222,594,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7740,Google,11977,-23.6728697,-46.6811393,,594,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7741,TomTom,11977,-23.67299,-46.68107,18.5256881714,594,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7742,OpenRouteService,11978,-23.666936,-46.679757,0.8,522,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7743,Google,11978,-23.6733133,-46.6816068,,522,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7744,MapBox,11978,-23.66963975,-46.6815076675103,0.762222,522,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7745,TomTom,11978,-23.67324,-46.68164,18.5256881714,522,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7746,TomTom,11979,-23.6624,-46.68614,16.8750324249,SN,CAMPO GRANDE,RUA SARGENTO JOSE MARTINS DIAS
7747,MapBox,11979,-23.6623902,-46.6860095,0.762222,SN,CAMPO GRANDE,RUA SARGENTO JOSE MARTINS DIAS
7748,OpenRouteService,11979,-23.662044,-46.685993,0.8,SN,CAMPO GRANDE,RUA SARGENTO JOSE MARTINS DIAS
7749,Google,11979,-23.6623183,-46.6860652,,SN,CAMPO GRANDE,RUA SARGENTO JOSE MARTINS DIAS
7750,TomTom,11980,-23.66635,-46.68098,16.2342300415,155,CAMPO GRANDE,RUA PROFESSOR DJALMA BENTO
7751,OpenRouteService,11980,-23.666317,-46.680976,0.8,155,CAMPO GRANDE,RUA PROFESSOR DJALMA BENTO
7752,MapBox,11980,-23.6666609,-46.6825521,0.752346,155,CAMPO GRANDE,RUA PROFESSOR DJALMA BENTO
7753,Google,11980,-23.6664145,-46.680873,,155,CAMPO GRANDE,RUA PROFESSOR DJALMA BENTO
7754,OpenRouteService,11981,-23.666936,-46.679757,0.8,137,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
7755,MapBox,11981,-23.675725,-46.684426,0.806667,137,CAMPO GRANDE,RUA PROFESSOR GUILHERME BELFORT SABINO
